crop,month,soil_type,soil_drainage,maturity_in_days
mango,March,sandy loam,well-drained,1393
mango,April,sandy loam,well-drained,1393
mango,May,sandy loam,well-drained,1393
mango,June,sandy loam,well-drained,1393
mango,July,sandy loam,well-drained,1393
mango,August,sandy loam,well-drained,1393
mango,September,sandy loam,well-drained,1393
mango,October,sandy loam,well-drained,1393
mango,November,sandy loam,well-drained,1394
mango,December,sandy loam,well-drained,1394
mango,January,sandy loam,well-drained,1394
mango,February,sandy loam,well-drained,1394
mango,March,sandy loam,well-drained,1394
mango,April,sandy loam,well-drained,1394
mango,May,sandy loam,well-drained,1394
mango,June,sandy loam,well-drained,1394
mango,July,sandy loam,well-drained,1394
mango,August,sandy loam,well-drained,1394
mango,September,sandy loam,well-drained,1394
mango,October,sandy loam,well-drained,1394
mango,November,sandy loam,well-drained,1395
mango,December,sandy loam,well-drained,1395
mango,January,sandy loam,well-drained,1395
mango,February,sandy loam,well-drained,1395
mango,March,sandy loam,well-drained,1395
mango,April,sandy loam,well-drained,1395
mango,May,sandy loam,well-drained,1395
mango,June,sandy loam,well-drained,1395
mango,July,sandy loam,well-drained,1395
mango,August,sandy loam,well-drained,1395
mango,September,sandy loam,well-drained,1395
mango,October,sandy loam,well-drained,1395
mango,November,sandy loam,well-drained,1396
mango,December,sandy loam,well-drained,1396
mango,January,sandy loam,well-drained,1396
mango,February,sandy loam,well-drained,1396
mango,March,sandy loam,well-drained,1396
mango,April,sandy loam,well-drained,1396
mango,May,sandy loam,well-drained,1396
mango,June,sandy loam,well-drained,1396
mango,July,sandy loam,well-drained,1396
mango,August,sandy loam,well-drained,1396
mango,September,sandy loam,well-drained,1396
mango,October,sandy loam,well-drained,1396
mango,November,sandy loam,well-drained,1397
mango,December,sandy loam,well-drained,1397
mango,January,sandy loam,well-drained,1397
mango,February,sandy loam,well-drained,1397
mango,March,sandy loam,well-drained,1397
mango,April,sandy loam,well-drained,1397
mango,May,sandy loam,well-drained,1397
mango,June,sandy loam,well-drained,1397
mango,July,sandy loam,well-drained,1397
mango,August,sandy loam,well-drained,1397
mango,September,sandy loam,well-drained,1397
mango,October,sandy loam,well-drained,1397
mango,November,sandy loam,well-drained,1398
mango,December,sandy loam,well-drained,1398
mango,January,sandy loam,well-drained,1398
mango,February,sandy loam,well-drained,1398
mango,March,sandy loam,well-drained,1398
mango,April,sandy loam,well-drained,1398
mango,May,sandy loam,well-drained,1398
mango,June,sandy loam,well-drained,1398
mango,July,sandy loam,well-drained,1398
mango,August,sandy loam,well-drained,1398
mango,September,sandy loam,well-drained,1398
mango,October,sandy loam,well-drained,1398
mango,November,sandy loam,well-drained,1399
mango,December,sandy loam,well-drained,1399
mango,January,sandy loam,well-drained,1399
mango,February,sandy loam,well-drained,1399
mango,March,sandy loam,well-drained,1399
mango,April,sandy loam,well-drained,1399
mango,May,sandy loam,well-drained,1399
mango,June,sandy loam,well-drained,1399
mango,July,sandy loam,well-drained,1399
mango,August,sandy loam,well-drained,1399
mango,September,sandy loam,well-drained,1399
mango,October,sandy loam,well-drained,1399
mango,November,sandy loam,well-drained,1400
mango,December,sandy loam,well-drained,1400
mango,January,sandy loam,well-drained,1400
mango,February,sandy loam,well-drained,1400
mango,March,sandy loam,well-drained,1400
mango,April,sandy loam,well-drained,1400
mango,May,sandy loam,well-drained,1400
mango,June,sandy loam,well-drained,1400
mango,July,sandy loam,well-drained,1400
mango,August,sandy loam,well-drained,1400
mango,September,sandy loam,well-drained,1400
mango,October,sandy loam,well-drained,1400
mango,November,sandy loam,well-drained,1401
mango,December,sandy loam,well-drained,1401
mango,January,sandy loam,well-drained,1401
mango,February,sandy loam,well-drained,1401
mango,March,sandy loam,well-drained,1401
mango,April,sandy loam,well-drained,1401
mango,May,sandy loam,well-drained,1401
mango,June,sandy loam,well-drained,1401
mango,July,sandy loam,well-drained,1401
mango,August,sandy loam,well-drained,1401
mango,September,sandy loam,well-drained,1401
mango,October,sandy loam,well-drained,1401
mango,November,sandy loam,well-drained,1402
mango,December,sandy loam,well-drained,1402
mango,January,sandy loam,well-drained,1402
mango,February,sandy loam,well-drained,1402
mango,March,sandy loam,well-drained,1402
mango,April,sandy loam,well-drained,1402
mango,May,sandy loam,well-drained,1402
mango,June,sandy loam,well-drained,1402
mango,July,sandy loam,well-drained,1402
mango,August,sandy loam,well-drained,1402
mango,September,sandy loam,well-drained,1402
mango,October,sandy loam,well-drained,1402
mango,November,sandy loam,well-drained,1403
mango,December,sandy loam,well-drained,1403
mango,January,sandy loam,well-drained,1403
mango,February,sandy loam,well-drained,1403
mango,March,sandy loam,well-drained,1403
mango,April,sandy loam,well-drained,1403
mango,May,sandy loam,well-drained,1403
mango,June,sandy loam,well-drained,1403
mango,July,sandy loam,well-drained,1403
mango,August,sandy loam,well-drained,1403
mango,September,sandy loam,well-drained,1403
mango,October,sandy loam,well-drained,1403
mango,November,sandy loam,well-drained,1404
mango,December,sandy loam,well-drained,1404
mango,January,sandy loam,well-drained,1404
mango,February,sandy loam,well-drained,1404
mango,March,sandy loam,well-drained,1404
mango,April,sandy loam,well-drained,1404
mango,May,sandy loam,well-drained,1404
mango,June,sandy loam,well-drained,1404
mango,July,sandy loam,well-drained,1404
mango,August,sandy loam,well-drained,1404
mango,September,sandy loam,well-drained,1404
mango,October,sandy loam,well-drained,1404
mango,November,sandy loam,well-drained,1405
mango,December,sandy loam,well-drained,1405
mango,January,sandy loam,well-drained,1405
mango,February,sandy loam,well-drained,1405
mango,March,sandy loam,well-drained,1405
mango,April,sandy loam,well-drained,1405
mango,May,sandy loam,well-drained,1405
mango,June,sandy loam,well-drained,1405
mango,July,sandy loam,well-drained,1405
mango,August,sandy loam,well-drained,1405
mango,September,sandy loam,well-drained,1405
mango,October,sandy loam,well-drained,1405
mango,November,sandy loam,well-drained,1406
mango,December,sandy loam,well-drained,1406
mango,January,sandy loam,well-drained,1406
mango,February,sandy loam,well-drained,1406
mango,March,sandy loam,well-drained,1406
mango,April,sandy loam,well-drained,1406
mango,May,sandy loam,well-drained,1406
mango,June,sandy loam,well-drained,1406
mango,July,sandy loam,well-drained,1406
mango,August,sandy loam,well-drained,1406
mango,September,sandy loam,well-drained,1406
mango,October,sandy loam,well-drained,1406
mango,November,sandy loam,well-drained,1407
mango,December,sandy loam,well-drained,1407
mango,January,sandy loam,well-drained,1407
mango,February,sandy loam,well-drained,1407
mango,March,sandy loam,well-drained,1407
mango,April,sandy loam,well-drained,1407
mango,May,sandy loam,well-drained,1407
mango,June,sandy loam,well-drained,1407
mango,July,sandy loam,well-drained,1407
mango,August,sandy loam,well-drained,1407
mango,September,sandy loam,well-drained,1407
mango,October,sandy loam,well-drained,1407
mango,November,sandy loam,well-drained,1408
mango,December,sandy loam,well-drained,1408
mango,January,sandy loam,well-drained,1408
mango,February,sandy loam,well-drained,1408
mango,March,sandy loam,well-drained,1408
mango,April,sandy loam,well-drained,1408
mango,May,sandy loam,well-drained,1408
mango,June,sandy loam,well-drained,1408
mango,July,sandy loam,well-drained,1408
mango,August,sandy loam,well-drained,1408
mango,September,sandy loam,well-drained,1408
mango,October,sandy loam,well-drained,1408
mango,November,sandy loam,well-drained,1409
mango,December,sandy loam,well-drained,1409
mango,January,sandy loam,well-drained,1409
mango,February,sandy loam,well-drained,1409
mango,March,sandy loam,well-drained,1409
mango,April,sandy loam,well-drained,1409
mango,May,sandy loam,well-drained,1409
mango,June,sandy loam,well-drained,1409
mango,July,sandy loam,well-drained,1409
mango,August,sandy loam,well-drained,1409
mango,September,sandy loam,well-drained,1409
mango,October,sandy loam,well-drained,1409
mango,November,sandy loam,well-drained,1410
mango,December,sandy loam,well-drained,1410
mango,January,sandy loam,well-drained,1410
mango,February,sandy loam,well-drained,1410
mango,March,sandy loam,well-drained,1410
mango,April,sandy loam,well-drained,1410
mango,May,sandy loam,well-drained,1410
mango,June,sandy loam,well-drained,1410
mango,July,sandy loam,well-drained,1410
mango,August,sandy loam,well-drained,1410
mango,September,sandy loam,well-drained,1410
mango,October,sandy loam,well-drained,1410
mango,November,sandy loam,well-drained,1411
mango,December,sandy loam,well-drained,1411
mango,January,sandy loam,well-drained,1411
mango,February,sandy loam,well-drained,1411
mango,March,sandy loam,well-drained,1411
mango,April,sandy loam,well-drained,1411
mango,May,sandy loam,well-drained,1411
mango,June,sandy loam,well-drained,1411
mango,July,sandy loam,well-drained,1411
mango,August,sandy loam,well-drained,1411
mango,September,sandy loam,well-drained,1411
mango,October,sandy loam,well-drained,1411
mango,November,sandy loam,well-drained,1412
mango,December,sandy loam,well-drained,1412
mango,January,sandy loam,well-drained,1412
mango,February,sandy loam,well-drained,1412
mango,March,sandy loam,well-drained,1412
mango,April,sandy loam,well-drained,1412
mango,May,sandy loam,well-drained,1412
mango,June,sandy loam,well-drained,1412
mango,July,sandy loam,well-drained,1412
mango,August,sandy loam,well-drained,1412
mango,September,sandy loam,well-drained,1412
mango,October,sandy loam,well-drained,1412
mango,November,sandy loam,well-drained,1413
mango,December,sandy loam,well-drained,1413
mango,January,sandy loam,well-drained,1413
mango,February,sandy loam,well-drained,1413
mango,March,sandy loam,well-drained,1413
mango,April,sandy loam,well-drained,1413
mango,May,sandy loam,well-drained,1413
mango,June,sandy loam,well-drained,1413
mango,July,sandy loam,well-drained,1413
mango,August,sandy loam,well-drained,1413
mango,September,sandy loam,well-drained,1413
mango,October,sandy loam,well-drained,1413
mango,November,sandy loam,well-drained,1414
mango,December,sandy loam,well-drained,1414
mango,January,sandy loam,well-drained,1414
mango,February,sandy loam,well-drained,1414
mango,March,sandy loam,well-drained,1414
mango,April,sandy loam,well-drained,1414
mango,May,sandy loam,well-drained,1414
mango,June,sandy loam,well-drained,1414
mango,July,sandy loam,well-drained,1414
mango,August,sandy loam,well-drained,1414
mango,September,sandy loam,well-drained,1414
mango,October,sandy loam,well-drained,1414
mango,November,sandy loam,well-drained,1415
mango,December,sandy loam,well-drained,1415
mango,January,sandy loam,well-drained,1415
mango,February,sandy loam,well-drained,1415
mango,March,sandy loam,well-drained,1415
mango,April,sandy loam,well-drained,1415
mango,May,sandy loam,well-drained,1415
mango,June,sandy loam,well-drained,1415
mango,July,sandy loam,well-drained,1415
mango,August,sandy loam,well-drained,1415
mango,September,sandy loam,well-drained,1415
mango,October,sandy loam,well-drained,1415
mango,November,sandy loam,well-drained,1416
mango,December,sandy loam,well-drained,1416
mango,January,sandy loam,well-drained,1416
mango,February,sandy loam,well-drained,1416
mango,March,sandy loam,well-drained,1416
mango,April,sandy loam,well-drained,1416
mango,May,sandy loam,well-drained,1416
mango,June,sandy loam,well-drained,1416
mango,July,sandy loam,well-drained,1416
mango,August,sandy loam,well-drained,1416
mango,September,sandy loam,well-drained,1416
mango,October,sandy loam,well-drained,1416
mango,November,sandy loam,well-drained,1417
mango,December,sandy loam,well-drained,1417
mango,January,sandy loam,well-drained,1417
mango,February,sandy loam,well-drained,1417
mango,March,sandy loam,well-drained,1417
mango,April,sandy loam,well-drained,1417
mango,May,sandy loam,well-drained,1417
mango,June,sandy loam,well-drained,1417
mango,July,sandy loam,well-drained,1417
mango,August,sandy loam,well-drained,1417
mango,September,sandy loam,well-drained,1417
mango,October,sandy loam,well-drained,1417
mango,November,sandy loam,well-drained,1418
mango,December,sandy loam,well-drained,1418
mango,January,sandy loam,well-drained,1418
mango,February,sandy loam,well-drained,1418
mango,March,sandy loam,well-drained,1418
mango,April,sandy loam,well-drained,1418
mango,May,sandy loam,well-drained,1418
mango,June,sandy loam,well-drained,1418
mango,July,sandy loam,well-drained,1418
mango,August,sandy loam,well-drained,1418
mango,September,sandy loam,well-drained,1418
mango,October,sandy loam,well-drained,1418
mango,November,sandy loam,well-drained,1419
mango,December,sandy loam,well-drained,1419
mango,January,sandy loam,well-drained,1419
mango,February,sandy loam,well-drained,1419
mango,March,sandy loam,well-drained,1419
mango,April,sandy loam,well-drained,1419
mango,May,sandy loam,well-drained,1419
mango,June,sandy loam,well-drained,1419
mango,July,sandy loam,well-drained,1419
mango,August,sandy loam,well-drained,1419
mango,September,sandy loam,well-drained,1419
mango,October,sandy loam,well-drained,1419
mango,November,sandy loam,well-drained,1420
mango,December,sandy loam,well-drained,1420
mango,January,sandy loam,well-drained,1420
mango,February,sandy loam,well-drained,1420
mango,March,sandy loam,well-drained,1420
mango,April,sandy loam,well-drained,1420
mango,May,sandy loam,well-drained,1420
mango,June,sandy loam,well-drained,1420
mango,July,sandy loam,well-drained,1420
mango,August,sandy loam,well-drained,1420
mango,September,sandy loam,well-drained,1420
mango,October,sandy loam,well-drained,1420
mango,November,sandy loam,well-drained,1421
mango,December,sandy loam,well-drained,1421
mango,January,sandy loam,well-drained,1421
mango,February,sandy loam,well-drained,1421
mango,March,sandy loam,well-drained,1421
mango,April,sandy loam,well-drained,1421
mango,May,sandy loam,well-drained,1421
mango,June,sandy loam,well-drained,1421
mango,July,sandy loam,well-drained,1421
mango,August,sandy loam,well-drained,1421
mango,September,sandy loam,well-drained,1421
mango,October,sandy loam,well-drained,1421
mango,November,sandy loam,well-drained,1422
mango,December,sandy loam,well-drained,1422
mango,January,sandy loam,well-drained,1422
mango,February,sandy loam,well-drained,1422
mango,March,sandy loam,well-drained,1422
mango,April,sandy loam,well-drained,1422
mango,May,sandy loam,well-drained,1422
mango,June,sandy loam,well-drained,1422
mango,July,sandy loam,well-drained,1422
mango,August,sandy loam,well-drained,1422
mango,September,sandy loam,well-drained,1422
mango,October,sandy loam,well-drained,1422
mango,November,sandy loam,well-drained,1423
mango,December,sandy loam,well-drained,1423
mango,January,sandy loam,well-drained,1423
mango,February,sandy loam,well-drained,1423
mango,March,sandy loam,well-drained,1423
mango,April,sandy loam,well-drained,1423
mango,May,sandy loam,well-drained,1423
mango,June,sandy loam,well-drained,1423
mango,July,sandy loam,well-drained,1423
mango,August,sandy loam,well-drained,1423
mango,September,sandy loam,well-drained,1423
mango,October,sandy loam,well-drained,1423
mango,November,sandy loam,well-drained,1424
mango,December,sandy loam,well-drained,1424
mango,January,sandy loam,well-drained,1424
mango,February,sandy loam,well-drained,1424
mango,March,sandy loam,well-drained,1424
mango,April,sandy loam,well-drained,1424
mango,May,sandy loam,well-drained,1424
mango,June,sandy loam,well-drained,1424
mango,July,sandy loam,well-drained,1424
mango,August,sandy loam,well-drained,1424
mango,September,sandy loam,well-drained,1424
mango,October,sandy loam,well-drained,1424
mango,November,sandy loam,well-drained,1425
mango,December,sandy loam,well-drained,1425
mango,January,sandy loam,well-drained,1425
mango,February,sandy loam,well-drained,1425
mango,March,sandy loam,well-drained,1425
mango,April,sandy loam,well-drained,1425
mango,May,sandy loam,well-drained,1425
mango,June,sandy loam,well-drained,1425
mango,July,sandy loam,well-drained,1425
mango,August,sandy loam,well-drained,1425
mango,September,sandy loam,well-drained,1425
mango,October,sandy loam,well-drained,1425
mango,November,sandy loam,well-drained,1426
mango,December,sandy loam,well-drained,1426
mango,January,sandy loam,well-drained,1426
mango,February,sandy loam,well-drained,1426
mango,March,sandy loam,well-drained,1426
mango,April,sandy loam,well-drained,1426
mango,May,sandy loam,well-drained,1426
mango,June,sandy loam,well-drained,1426
mango,July,sandy loam,well-drained,1426
mango,August,sandy loam,well-drained,1426
mango,September,sandy loam,well-drained,1426
mango,October,sandy loam,well-drained,1426
mango,November,sandy loam,well-drained,1427
mango,December,sandy loam,well-drained,1427
mango,January,sandy loam,well-drained,1427
mango,February,sandy loam,well-drained,1427
mango,March,sandy loam,well-drained,1427
mango,April,sandy loam,well-drained,1427
mango,May,sandy loam,well-drained,1427
mango,June,sandy loam,well-drained,1427
mango,July,sandy loam,well-drained,1427
mango,August,sandy loam,well-drained,1427
mango,September,sandy loam,well-drained,1427
mango,October,sandy loam,well-drained,1427
mango,November,sandy loam,well-drained,1428
mango,December,sandy loam,well-drained,1428
mango,January,sandy loam,well-drained,1428
mango,February,sandy loam,well-drained,1428
mango,March,sandy loam,well-drained,1428
mango,April,sandy loam,well-drained,1428
mango,May,sandy loam,well-drained,1428
mango,June,sandy loam,well-drained,1428
mango,July,sandy loam,well-drained,1428
mango,August,sandy loam,well-drained,1428
mango,September,sandy loam,well-drained,1428
mango,October,sandy loam,well-drained,1428
mango,November,sandy loam,well-drained,1429
mango,December,sandy loam,well-drained,1429
mango,January,sandy loam,well-drained,1429
mango,February,sandy loam,well-drained,1429
mango,March,sandy loam,well-drained,1429
mango,April,sandy loam,well-drained,1429
mango,May,sandy loam,well-drained,1429
mango,June,sandy loam,well-drained,1429
mango,July,sandy loam,well-drained,1429
mango,August,sandy loam,well-drained,1429
mango,September,sandy loam,well-drained,1429
mango,October,sandy loam,well-drained,1429
mango,November,sandy loam,well-drained,1430
mango,December,sandy loam,well-drained,1430
mango,January,sandy loam,well-drained,1430
mango,February,sandy loam,well-drained,1430
mango,March,sandy loam,well-drained,1430
mango,April,sandy loam,well-drained,1430
mango,May,sandy loam,well-drained,1430
mango,June,sandy loam,well-drained,1430
mango,July,sandy loam,well-drained,1430
mango,August,sandy loam,well-drained,1430
mango,September,sandy loam,well-drained,1430
mango,October,sandy loam,well-drained,1430
mango,November,sandy loam,well-drained,1431
mango,December,sandy loam,well-drained,1431
mango,January,sandy loam,well-drained,1431
mango,February,sandy loam,well-drained,1431
mango,March,sandy loam,well-drained,1431
mango,April,sandy loam,well-drained,1431
mango,May,sandy loam,well-drained,1431
mango,June,sandy loam,well-drained,1431
mango,July,sandy loam,well-drained,1431
mango,August,sandy loam,well-drained,1431
mango,September,sandy loam,well-drained,1431
mango,October,sandy loam,well-drained,1431
mango,November,sandy loam,well-drained,1432
mango,December,sandy loam,well-drained,1432
mango,January,sandy loam,well-drained,1432
mango,February,sandy loam,well-drained,1432
mango,March,sandy loam,well-drained,1432
mango,April,sandy loam,well-drained,1432
mango,May,sandy loam,well-drained,1432
mango,June,sandy loam,well-drained,1432
mango,July,sandy loam,well-drained,1432
mango,August,sandy loam,well-drained,1432
mango,September,sandy loam,well-drained,1432
mango,October,sandy loam,well-drained,1432
mango,November,sandy loam,well-drained,1433
mango,December,sandy loam,well-drained,1433
mango,January,sandy loam,well-drained,1433
mango,February,sandy loam,well-drained,1433
mango,March,sandy loam,well-drained,1433
mango,April,sandy loam,well-drained,1433
mango,May,sandy loam,well-drained,1433
mango,June,sandy loam,well-drained,1433
mango,July,sandy loam,well-drained,1433
mango,August,sandy loam,well-drained,1433
mango,September,sandy loam,well-drained,1433
mango,October,sandy loam,well-drained,1433
mango,November,sandy loam,well-drained,1434
mango,December,sandy loam,well-drained,1434
mango,January,sandy loam,well-drained,1434
mango,February,sandy loam,well-drained,1434
mango,March,sandy loam,well-drained,1434
mango,April,sandy loam,well-drained,1434
mango,May,sandy loam,well-drained,1434
mango,June,sandy loam,well-drained,1434
mango,July,sandy loam,well-drained,1434
mango,August,sandy loam,well-drained,1434
mango,September,sandy loam,well-drained,1434
mango,October,sandy loam,well-drained,1434
mango,November,sandy loam,well-drained,1435
mango,December,sandy loam,well-drained,1435
mango,January,sandy loam,well-drained,1435
mango,February,sandy loam,well-drained,1435
mango,March,sandy loam,well-drained,1435
mango,April,sandy loam,well-drained,1435
mango,May,sandy loam,well-drained,1435
mango,June,sandy loam,well-drained,1435
mango,July,sandy loam,well-drained,1435
mango,August,sandy loam,well-drained,1435
mango,September,sandy loam,well-drained,1435
mango,October,sandy loam,well-drained,1435
mango,November,sandy loam,well-drained,1436
mango,December,sandy loam,well-drained,1436
mango,January,sandy loam,well-drained,1436
mango,February,sandy loam,well-drained,1436
mango,March,sandy loam,well-drained,1436
mango,April,sandy loam,well-drained,1436
mango,May,sandy loam,well-drained,1436
mango,June,sandy loam,well-drained,1436
mango,July,sandy loam,well-drained,1436
mango,August,sandy loam,well-drained,1436
mango,September,sandy loam,well-drained,1436
mango,October,sandy loam,well-drained,1436
mango,November,sandy loam,well-drained,1437
mango,December,sandy loam,well-drained,1437
mango,January,sandy loam,well-drained,1437
mango,February,sandy loam,well-drained,1437
mango,March,sandy loam,well-drained,1437
mango,April,sandy loam,well-drained,1437
mango,May,sandy loam,well-drained,1437
mango,June,sandy loam,well-drained,1437
mango,July,sandy loam,well-drained,1437
mango,August,sandy loam,well-drained,1437
mango,September,sandy loam,well-drained,1437
mango,October,sandy loam,well-drained,1437
mango,November,sandy loam,well-drained,1438
mango,December,sandy loam,well-drained,1438
mango,January,sandy loam,well-drained,1438
mango,February,sandy loam,well-drained,1438
mango,March,sandy loam,well-drained,1438
mango,April,sandy loam,well-drained,1438
mango,May,sandy loam,well-drained,1438
mango,June,sandy loam,well-drained,1438
mango,July,sandy loam,well-drained,1438
mango,August,sandy loam,well-drained,1438
mango,September,sandy loam,well-drained,1438
mango,October,sandy loam,well-drained,1438
mango,November,sandy loam,well-drained,1439
mango,December,sandy loam,well-drained,1439
mango,January,sandy loam,well-drained,1439
mango,February,sandy loam,well-drained,1439
mango,March,sandy loam,well-drained,1439
mango,April,sandy loam,well-drained,1439
mango,May,sandy loam,well-drained,1439
mango,June,sandy loam,well-drained,1439
mango,July,sandy loam,well-drained,1439
mango,August,sandy loam,well-drained,1439
mango,September,sandy loam,well-drained,1439
mango,October,sandy loam,well-drained,1439
mango,November,sandy loam,well-drained,1440
mango,December,sandy loam,well-drained,1440
mango,January,sandy loam,well-drained,1440
mango,February,sandy loam,well-drained,1440
mango,March,sandy loam,well-drained,1440
mango,April,sandy loam,well-drained,1440
mango,May,sandy loam,well-drained,1440
mango,June,sandy loam,well-drained,1440
mango,July,sandy loam,well-drained,1440
mango,August,sandy loam,well-drained,1440
mango,September,sandy loam,well-drained,1440
mango,October,sandy loam,well-drained,1440
mango,November,sandy loam,well-drained,1441
mango,December,sandy loam,well-drained,1441
mango,January,sandy loam,well-drained,1441
mango,February,sandy loam,well-drained,1441
mango,March,sandy loam,well-drained,1441
mango,April,sandy loam,well-drained,1441
mango,May,sandy loam,well-drained,1441
mango,June,sandy loam,well-drained,1441
mango,July,sandy loam,well-drained,1441
mango,August,sandy loam,well-drained,1441
mango,September,sandy loam,well-drained,1441
mango,October,sandy loam,well-drained,1441
mango,November,sandy loam,well-drained,1442
mango,December,sandy loam,well-drained,1442
mango,January,sandy loam,well-drained,1442
mango,February,sandy loam,well-drained,1442
mango,March,sandy loam,well-drained,1442
mango,April,sandy loam,well-drained,1442
mango,May,sandy loam,well-drained,1442
mango,June,sandy loam,well-drained,1442
mango,July,sandy loam,well-drained,1442
mango,August,sandy loam,well-drained,1442
mango,September,sandy loam,well-drained,1442
mango,October,sandy loam,well-drained,1442
mango,November,sandy loam,well-drained,1443
mango,December,sandy loam,well-drained,1443
mango,January,sandy loam,well-drained,1443
mango,February,sandy loam,well-drained,1443
mango,March,sandy loam,well-drained,1443
mango,April,sandy loam,well-drained,1443
mango,May,sandy loam,well-drained,1443
mango,June,sandy loam,well-drained,1443
mango,July,sandy loam,well-drained,1443
mango,August,sandy loam,well-drained,1443
mango,September,sandy loam,well-drained,1443
mango,October,sandy loam,well-drained,1443
mango,November,sandy loam,well-drained,1444
mango,December,sandy loam,well-drained,1444
mango,January,sandy loam,well-drained,1444
mango,February,sandy loam,well-drained,1444
mango,March,sandy loam,well-drained,1444
mango,April,sandy loam,well-drained,1444
mango,May,sandy loam,well-drained,1444
mango,June,sandy loam,well-drained,1444
mango,July,sandy loam,well-drained,1444
mango,August,sandy loam,well-drained,1444
mango,September,sandy loam,well-drained,1444
mango,October,sandy loam,well-drained,1444
mango,November,sandy loam,well-drained,1445
mango,December,sandy loam,well-drained,1445
mango,January,sandy loam,well-drained,1445
mango,February,sandy loam,well-drained,1445
mango,March,sandy loam,well-drained,1445
mango,April,sandy loam,well-drained,1445
mango,May,sandy loam,well-drained,1445
mango,June,sandy loam,well-drained,1445
mango,July,sandy loam,well-drained,1445
mango,August,sandy loam,well-drained,1445
mango,September,sandy loam,well-drained,1445
mango,October,sandy loam,well-drained,1445
mango,November,sandy loam,well-drained,1446
mango,December,sandy loam,well-drained,1446
mango,January,sandy loam,well-drained,1446
mango,February,sandy loam,well-drained,1446
mango,March,sandy loam,well-drained,1446
mango,April,sandy loam,well-drained,1446
mango,May,sandy loam,well-drained,1446
mango,June,sandy loam,well-drained,1446
mango,July,sandy loam,well-drained,1446
mango,August,sandy loam,well-drained,1446
mango,September,sandy loam,well-drained,1446
mango,October,sandy loam,well-drained,1446
mango,November,sandy loam,well-drained,1447
mango,December,sandy loam,well-drained,1447
mango,January,sandy loam,well-drained,1447
mango,February,sandy loam,well-drained,1447
mango,March,sandy loam,well-drained,1447
mango,April,sandy loam,well-drained,1447
mango,May,sandy loam,well-drained,1447
mango,June,sandy loam,well-drained,1447
mango,July,sandy loam,well-drained,1447
mango,August,sandy loam,well-drained,1447
mango,September,sandy loam,well-drained,1447
mango,October,sandy loam,well-drained,1447
mango,November,sandy loam,well-drained,1448
mango,December,sandy loam,well-drained,1448
mango,January,sandy loam,well-drained,1448
mango,February,sandy loam,well-drained,1448
mango,March,sandy loam,well-drained,1448
mango,April,sandy loam,well-drained,1448
mango,May,sandy loam,well-drained,1448
mango,June,sandy loam,well-drained,1448
mango,July,sandy loam,well-drained,1448
mango,August,sandy loam,well-drained,1448
mango,September,sandy loam,well-drained,1448
mango,October,sandy loam,well-drained,1448
mango,November,sandy loam,well-drained,1449
mango,December,sandy loam,well-drained,1449
mango,January,sandy loam,well-drained,1449
mango,February,sandy loam,well-drained,1449
mango,March,sandy loam,well-drained,1449
mango,April,sandy loam,well-drained,1449
mango,May,sandy loam,well-drained,1449
mango,June,sandy loam,well-drained,1449
mango,July,sandy loam,well-drained,1449
mango,August,sandy loam,well-drained,1449
mango,September,sandy loam,well-drained,1449
mango,October,sandy loam,well-drained,1449
mango,November,sandy loam,well-drained,1450
mango,December,sandy loam,well-drained,1450
mango,January,sandy loam,well-drained,1450
mango,February,sandy loam,well-drained,1450
mango,March,sandy loam,well-drained,1450
mango,April,sandy loam,well-drained,1450
mango,May,sandy loam,well-drained,1450
mango,June,sandy loam,well-drained,1450
mango,July,sandy loam,well-drained,1450
mango,August,sandy loam,well-drained,1450
mango,September,sandy loam,well-drained,1450
mango,October,sandy loam,well-drained,1450
mango,November,sandy loam,well-drained,1451
mango,December,sandy loam,well-drained,1451
mango,January,sandy loam,well-drained,1451
mango,February,sandy loam,well-drained,1451
mango,March,sandy loam,well-drained,1451
mango,April,sandy loam,well-drained,1451
mango,May,sandy loam,well-drained,1451
mango,June,sandy loam,well-drained,1451
mango,July,sandy loam,well-drained,1451
mango,August,sandy loam,well-drained,1451
mango,September,sandy loam,well-drained,1451
mango,October,sandy loam,well-drained,1451
mango,November,sandy loam,well-drained,1452
mango,December,sandy loam,well-drained,1452
mango,January,sandy loam,well-drained,1452
mango,February,sandy loam,well-drained,1452
mango,March,sandy loam,well-drained,1452
mango,April,sandy loam,well-drained,1452
mango,May,sandy loam,well-drained,1452
mango,June,sandy loam,well-drained,1452
mango,July,sandy loam,well-drained,1452
mango,August,sandy loam,well-drained,1452
mango,September,sandy loam,well-drained,1452
mango,October,sandy loam,well-drained,1452
mango,November,sandy loam,well-drained,1453
mango,December,sandy loam,well-drained,1453
mango,January,sandy loam,well-drained,1453
mango,February,sandy loam,well-drained,1453
mango,March,sandy loam,well-drained,1453
mango,April,sandy loam,well-drained,1453
mango,May,sandy loam,well-drained,1453
mango,June,sandy loam,well-drained,1453
mango,July,sandy loam,well-drained,1453
mango,August,sandy loam,well-drained,1453
mango,September,sandy loam,well-drained,1453
mango,October,sandy loam,well-drained,1453
mango,November,sandy loam,well-drained,1454
mango,December,sandy loam,well-drained,1454
mango,January,sandy loam,well-drained,1454
mango,February,sandy loam,well-drained,1454
mango,March,sandy loam,well-drained,1454
mango,April,sandy loam,well-drained,1454
mango,May,sandy loam,well-drained,1454
